FAC_NAME,COUNTY_NAME,YEAR_QTR,OP_STATUS,TYPE_HOSP,AVL_BEDS,DAY_TOT,VIS_TOT,GRIP_TOT,GROP_TOT,BAD_DEBT,CAP_TOT,NET_TOT,TOT_OP_EXP,EXP_PIPS,EXP_POPS,CAP_EXP,YEAR,QUARTER,POPULATION
PALOMAR MEDICAL CENTER POWAY,San Diego,20221,Open,Comparable,223,16565,15232,139287290,111806436,3228024,8044914,60714371,46208414,0,0,801844,2022,1,3283755
PALOMAR REHABILITATION INSTITUTE,San Diego,20221,Open,Comparable,52,1817,0,10629135,0,80773,0,4553033,2965997,0,0,0,2022,1,3283755
PARADISE VALLEY HOSPITAL,San Diego,20221,Open,Comparable,291,10783,9102,74339796,24391640,1160522,0,22819415,30539156,0,0,503011,2022,1,3283755
PATIENTS' HOSPITAL OF REDDING,Shasta,20221,Open,Comparable,10,62,269,1614006,3669392,0,0,997995,1465216,0,0,0,2022,1,180972
PETALUMA VALLEY HOSPITAL,Sonoma,20221,Open,Comparable,59,2690,12940,54887681,77960881,21886,0,25421413,16468759,0,0,436685,2022,1,483398
PIH HOSPITAL - DOWNEY,Los Angeles,20221,Open,Comparable,156,9328,21604,187729539,120040384,2288510,0,47915463,48167460,0,0,1550225,2022,1,9748447
PIONEERS MEMORIAL HEALTHCARE DISTRICT,Imperial,20221,Open,Comparable,107,5838,44133,46409928,72274270,2726140,0,34130380,36196409,0,0,602632,2022,1,179767
PLACENTIA LINDA HOSPITAL,Orange,20221,Open,Comparable,74,3166,11459,146050135,187193319,2217116,0,28741961,25654331,0,0,196149,2022,1,3158489
PLUMAS DISTRICT HOSPITAL,Plumas,20221,Open,Comparable,16,394,11991,2300129,11859050,155794,0,13775729,9437416,0,0,128002,2022,1,19433
POMONA VALLEY HOSPITAL MEDICAL CENTER,Los Angeles,20221,Open,Comparable,372,24549,85831,862184066,457867490,10552214,11549721,147790948,171714780,0,0,6312904,2022,1,9748447
PRESBYTERIAN INTERCOMMUNITY HOSPITAL,Los Angeles,20221,Open,Comparable,481,28415,120940,618460768,498122086,7213255,0,164076250,186227487,0,0,710552,2022,1,9748447
PROVIDENCE HOLY CROSS MEDICAL CENTER,Los Angeles,20221,Open,Comparable,377,24615,24966,479822080,219861444,-977075,7641047,147773768,156707060,0,0,7524513,2022,1,9748447
PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,Los Angeles,20221,Open,Comparable,324,18198,10401,165617869,65685388,-4134,514701,47716343,61671936,0,0,525580,2022,1,9748447
PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE,Los Angeles,20221,Open,Comparable,418,22544,19204,353557535,191936386,-177909,3257362,115263766,141926900,0,0,3943966,2022,1,9748447
PROVIDENCE MISSION HOSPITAL,Orange,20221,Open,Comparable,404,20692,121185,412205232,341420204,1402776,16685690,184888740,163147327,0,0,2587912,2022,1,3158489
PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,Napa,20221,Open,Comparable,148,5511,36259,158233775,203160814,-2147239,7227045,80164767,61733215,0,0,1438929,2022,1,134492
PROVIDENCE REDWOOD MEMORIAL HOSPITAL,Humboldt,20221,Open,Comparable,25,1146,11606,14170794,38628617,-779300,0,14641194,9763634,0,0,336565,2022,1,135013
PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,Sonoma,20221,Open,Comparable,298,17550,57494,416837221,357519813,-11248582,4362452,164307861,129379288,0,0,3535785,2022,1,483398
PROVIDENCE ST. JOHN'S HEALTH CENTER,Los Angeles,20221,Open,Comparable,234,12983,15187,252118091,148658353,8773,0,105098744,139760041,0,0,6571006,2022,1,9748447
PROVIDENCE ST. JOSEPH HOSPITAL,Orange,20221,Open,Comparable,379,21090,77953,337975833,332443276,893937,47230316,205096742,181273685,0,0,2782505,2022,1,3158489
PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA,Humboldt,20221,Open,Comparable,153,9683,34844,182064957,196927599,177377,73338,86165217,74890075,0,0,1526801,2022,1,135013
PROVIDENCE ST. JOSEPH MEDICAL CENTER,Los Angeles,20221,Open,Comparable,307,19523,21314,438217004,211366263,-131071,709751,119056101,149689195,0,0,6829977,2022,1,9748447
PROVIDENCE ST. JUDE MEDICAL CENTER,Orange,20221,Open,Comparable,320,20162,130102,308304986,359817429,1629692,51122892,197962045,165843466,0,0,2970729,2022,1,3158489
PROVIDENCE TARZANA MEDICAL CENTER,Los Angeles,20221,Open,Comparable,249,11621,13932,216913045,105074738,100120,1253215,72401802,90666468,0,0,109250855,2022,1,9748447
RADY CHILDREN'S HOSPITAL - SAN DIEGO,San Diego,20221,Open,Comparable,436,25321,93201,534559405,309081783,2318116,17474297,243039593,245707215,0,0,11481565,2022,1,3283755
REDLANDS COMMUNITY HOSPITAL,San Bernardino,20221,Open,Comparable,197,11958,45599,265303469,281425649,374762,34469986,89438647,95988514,0,0,1698204,2022,1,2196029
REGIONAL MEDICAL CENTER OF SAN JOSE,Santa Clara,20221,Open,Comparable,258,16708,24361,895551099,329884106,-18947285,0,99530558,108137109,0,0,4637574,2022,1,1883653
RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,Los Angeles,20221,Open,Comparable,74,5946,3828,36591742,4221074,-434707,0,17008206,23476211,0,0,304916,2022,1,9748447
RIDGECREST REGIONAL HOSPITAL,Kern,20221,Open,Comparable,150,2071,61626,27622746,52593557,1522688,0,37026363,39615734,0,0,199885,2022,1,917293
RIVERSIDE COMMUNITY HOSPITAL,Riverside,20221,Open,Comparable,478,47380,24526,1764969138,617550411,0,0,766262386,130488720,0,0,16829871,2022,1,2479628
RIVERSIDE UNIVERSITY HEALTH SYSTEM MEDICAL CENTER,Riverside,20221,Open,Comparable,385,34517,39808,494760148,273479536,14524821,0,200899625,215574333,0,0,3096015,2022,1,2479628
RONALD REAGAN UCLA MEDICAL CENTER,Los Angeles,20221,Open,Comparable,455,40917,163278,936437955,602895859,5863863,0,556436883,642817006,0,0,21660593,2022,1,9748447
"SACRAMENTO BEHAVIORAL HEALTHCARE HOSPITAL, LLC",Sacramento,20221,Open,Comparable,117,1079,79,2377300,61200,0,0,1179071,4558690,0,0,106147,2022,1,1588743
SALINAS VALLEY MEMORIAL HOSPITAL,Monterey,20221,Open,Comparable,255,11244,24613,350893909,282994506,11240077,0,158788981,133075171,0,0,5077910,2022,1,436427
SAN ANTONIO REGIONAL HOSPITAL,San Bernardino,20221,Open,Comparable,363,20035,51891,456873039,310817266,2400000,90201,104194273,95375342,0,0,2743469,2022,1,2196029
SAN DIMAS COMMUNITY HOSPITAL,Los Angeles,20221,Open,Comparable,101,4140,4012,45354128,23151839,547242,0,13305490,17114119,0,0,180608,2022,1,9748447
SAN GABRIEL VALLEY MEDICAL CENTER,Los Angeles,20221,Open,Comparable,273,12859,5902,173994160,67152544,843961,2521509,44512686,44830126,0,0,895867,2022,1,9748447
SAN GORGONIO MEMORIAL HOSPITAL,Riverside,20221,Open,Comparable,79,3357,9455,58243993,53226673,1301516,0,45937329,21618575,0,0,76670,2022,1,2479628
SAN JOAQUIN GENERAL HOSPITAL,San Joaquin,20221,Open,Comparable,196,15010,25981,349802593,174686081,4061832,5293591,95715691,134622718,0,0,622710,2022,1,795880
SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,Fresno,20221,Open,Comparable,62,3963,8150,17389565,3629346,82895,0,9427269,9718147,0,0,31386,2022,1,1017107
SAN JOSE BEHAVIORAL HEALTH,Santa Clara,20221,Open,Comparable,80,6494,1037,18803120,1098375,178300,0,11469125,7280186,0,0,6965286,2022,1,1883653
SAN MATEO MEDICAL CENTER,San Mateo,20221,Open,Comparable,448,25130,104810,53908545,78445775,301969,2233273,67247691,114659065,0,0,997512,2022,1,732485
SAN RAMON REGIONAL MEDICAL CENTER,Contra Costa,20221,Open,Comparable,116,4348,10899,192061211,136004468,1167603,0,43438785,42989384,0,0,192145,2022,1,1160296
SANTA BARBARA COTTAGE HOSPITAL,Santa Barbara,20221,Open,Comparable,401,22792,31567,425714179,156075400,5011040,0,188855240,203574565,0,0,3507326,2022,1,445286
SANTA CLARA VALLEY MEDICAL CENTER,Santa Clara,20221,Open,Comparable,1085,53861,228299,1110984917,793307009,623951,71694066,580476648,723860154,0,0,1243627,2022,1,1883653
SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,Los Angeles,20221,Open,Comparable,281,20458,52935,351139699,193407102,4626321,4530882,194307103,183781065,0,0,2757440,2022,1,9748447
SANTA YNEZ VALLEY COTTAGE HOSPITAL,Santa Barbara,20221,Open,Comparable,11,102,7717,1152368,14491765,210879,0,6614984,6026034,0,0,1165457,2022,1,445286
SCRIPPS GREEN HOSPITAL,San Diego,20221,Open,Comparable,150,8200,24609,262236838,240297236,3394290,0,98845527,84336954,0,0,2374674,2022,1,3283755
SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,San Diego,20221,Open,Comparable,184,13133,21365,312567180,177537216,1574465,61497,93302127,84915117,0,0,6907104,2022,1,3283755
SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,San Diego,20221,Open,Comparable,412,27534,26701,789954237,359806408,4126874,-341161,215694038,190659740,0,0,2753130,2022,1,3283755
SCRIPPS MERCY HOSPITAL,San Diego,20221,Open,Comparable,559,39723,48956,881924581,374658403,7758390,25195,196847416,239528358,0,0,16275645,2022,1,3283755
SELECT SPECIALTY HOSPITAL - SAN DIEGO,San Diego,20221,Open,Comparable,88,6858,0,166697950,0,176243,0,13697749,17237757,0,0,443847,2022,1,3283755
SENECA HEALTHCARE DISTRICT,Plumas,20221,Open,Comparable,26,1227,6280,1687120,3751897,64570,0,3941002,4525328,0,0,147451,2022,1,19433
SEQUOIA HOSPITAL,San Mateo,20221,Open,Comparable,114,4429,13418,166284849,169661490,1469217,0,72667440,72959606,0,0,741037,2022,1,732485
SHARP CHULA VISTA MEDICAL CENTER,San Diego,20221,Open,Comparable,449,29693,39362,555398365,234736007,840847,12205266,120568616,137358090,0,0,1227418,2022,1,3283755
SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,San Diego,20221,Open,Comparable,160,10442,21569,77151750,86974520,158048,3953371,31533223,37268169,0,0,4166414,2022,1,3283755
SHARP GROSSMONT HOSPITAL,San Diego,20221,Open,Comparable,542,37722,125561,756852701,428389839,1988811,20634869,196987112,216970511,0,0,7723945,2022,1,3283755
SHARP MCDONALD CENTER,San Diego,20221,Open,Comparable,16,930,977,2212198,1128638,0,14020,1072979,960616,0,0,34336,2022,1,3283755
SHARP MEMORIAL HOSPITAL,San Diego,20221,Open,Comparable,665,41298,81992,977836044,570826245,633807,66073561,282426533,272162769,0,0,15488211,2022,1,3283755
SHARP MESA VISTA HOSPITAL,San Diego,20221,Open,Comparable,159,8618,17416,64303068,24278690,-115050,288702,17075676,22280862,0,0,1908381,2022,1,3283755
SHASTA REGIONAL MEDICAL CENTER,Shasta,20221,Open,Comparable,178,8466,11309,141586633,75895618,4440559,0,38625105,39756946,0,0,189933,2022,1,180972
SHERMAN OAKS HOSPITAL,Los Angeles,20221,Open,Comparable,153,7451,5994,86230334,19850958,4527429,0,20656676,19443562,0,0,272231,2022,1,9748447
SIERRA NEVADA MEMORIAL HOSPITAL,Nevada,20221,Open,Comparable,104,4864,24774,90193701,102978063,1246095,0,45184103,49885216,0,0,652390,2022,1,102356
SIERRA VIEW MEDICAL CENTER,Tulare,20221,Open,Comparable,167,9393,37528,80661534,80647063,149926,0,37885606,44487774,0,0,727598,2022,1,478288
SIERRA VISTA HOSPITAL,Sacramento,20221,Open,Comparable,171,14133,2236,25441200,2271120,318624,0,15370297,11220981,0,0,41200,2022,1,1588743
SIERRA VISTA REGIONAL MEDICAL CENTER,San Luis Obispo,20221,Open,Comparable,104,6485,9040,201745246,103958268,1782218,0,46501021,42285556,0,0,1451020,2022,1,282535
SONOMA COUNTY HEALING CENTER - PHF,Sonoma,20221,Open,Comparable,16,429,0,430400,0,0,0,430400,1065544,0,0,985109,2022,1,483398
SONOMA SPECIALTY HOSPITAL,Sonoma,20221,Open,Comparable,37,2753,0,15023185,0,270123,0,6807537,6807536,0,0,0,2022,1,483398
SONOMA VALLEY HOSPITAL,Sonoma,20221,Open,Comparable,51,3062,16176,18795950,55271223,392747,56570,13300326,15520695,0,0,305658,2022,1,483398
SOUTH COAST GLOBAL MEDICAL CENTER,Orange,20221,Open,Comparable,178,6539,3510,44755862,14234827,2281327,0,12129700,16128500,0,0,0,2022,1,3158489
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,Los Angeles,20221,Open,Comparable,598,28543,7281,282206909,42755723,5195585,19744342,90951366,93805233,0,0,636760,2022,1,9748447
SOUTHERN INYO HOSPITAL,Inyo,20221,Open,Comparable,37,310,2277,11130,854190,0,0,583724,3042251,305822,0,0,2022,1,18745
SOUTHWEST HEALTHCARE SYSTEM - MURRIETA,Riverside,20221,Open,Comparable,240,17912,23905,328845195,237763867,8308786,0,97618157,95835440,0,0,89585149,2022,1,2479628
ST. AGNES MEDICAL CENTER,Fresno,20221,Open,Comparable,436,28840,39864,312146976,192729334,4050486,0,116579327,159971674,0,0,8233778,2022,1,1017107
ST. BERNARDINE MEDICAL CENTER,San Bernardino,20221,Open,Comparable,278,17867,31031,364850122,149045887,1832017,0,84735605,112139248,0,0,4613009,2022,1,2196029
ST. ELIZABETH COMMUNITY HOSPITAL,Tehama,20221,Open,Comparable,49,3396,49938,59982673,100998624,1913944,73614,38649592,40431054,0,0,326898,2022,1,65269
ST. FRANCIS MEDICAL CENTER,Los Angeles,20221,Open,Comparable,354,24789,16228,365005611,84794426,1478638,4500816,85659500,87537679,0,0,2446965,2022,1,9748447
ST. FRANCIS MEMORIAL HOSPITAL,San Francisco,20221,Open,Comparable,172,7301,16831,159315261,66700354,1196611,0,40646848,58218306,0,0,2154669,2022,1,814176
ST. JOHN'S REGIONAL MEDICAL CENTER,Ventura,20221,Open,Comparable,401,24011,38079,357816582,215140807,8707884,0,118789047,136573539,0,0,1213913,2022,1,835032
ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,San Joaquin,20221,Open,Comparable,35,2422,1977,7234470,1028139,35226,0,4563886,5240463,0,0,0,2022,1,795880
ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,San Joaquin,20221,Open,Comparable,355,25497,53935,706789137,331272479,12192345,0,163288306,166108227,0,0,5114420,2022,1,795880
ST. MARY MEDICAL CENTER - APPLE VALLEY,San Bernardino,20221,Open,Comparable,213,18989,27325,259909211,163564933,1092348,91247,97224023,88165073,0,0,440206,2022,1,2196029
ST. MARY MEDICAL CENTER - LONG BEACH,Los Angeles,20221,Open,Comparable,307,16460,19683,238320309,78137625,1721257,13566462,80840552,103326899,0,0,2845067,2022,1,9748447
ST. MARY'S MEDICAL CENTER - SAN FRANCISCO,San Francisco,20221,Open,Comparable,203,7064,17264,155612829,75994853,1756749,0,48799043,69077554,0,0,1135581,2022,1,814176
ST. ROSE HOSPITAL,Alameda,20221,Open,Comparable,171,4916,8031,98390852,30999320,-1808229,0,26564188,30523239,0,0,398178,2022,1,1635693
STANFORD HEALTH CARE,Santa Clara,20221,Open,Comparable,604,55864,699992,3423741288,4041528685,20940312,228718,1580443485,1506142155,0,0,64056331,2022,1,1883653
STANISLAUS SURGICAL HOSPITAL,Stanislaus,20221,Open,Comparable,23,43,3988,1495747,14569581,349192,0,5574235,6956246,0,0,9655,2022,1,552410
SURPRISE VALLEY COMMUNITY HOSPITAL,Modoc,20221,Open,Comparable,26,1789,2589,1890848,763256,141958,0,2371191,2164380,0,0,0,2022,1,8625
SUTTER AMADOR HOSPITAL,Amador,20221,Open,Comparable,52,3028,7150,41276994,53025240,563042,13,30003377,24778271,0,0,428894,2022,1,41486
SUTTER AUBURN FAITH HOSPITAL,Placer,20221,Open,Comparable,64,3297,24855,55973024,118295004,1308523,6736833,46797038,45727954,0,0,410995,2022,1,418439
SUTTER CENTER FOR PSYCHIATRY,Sacramento,20221,Open,Comparable,73,4949,3705,11053690,7382796,249691,34,9524458,10863661,0,0,140278,2022,1,1588743
SUTTER COAST HOSPITAL,Del Norte,20221,Open,Comparable,49,2380,14568,33956596,50438196,955086,109516,26506655,24737497,0,0,795911,2022,1,26758
SUTTER DAVIS HOSPITAL,Yolo,20221,Open,Comparable,48,2764,9531,48995647,92408683,808951,5559481,43473118,37823074,0,0,5331765,2022,1,223338
SUTTER DELTA MEDICAL CENTER,Contra Costa,20221,Open,Comparable,141,6857,10316,128881690,89915840,1639097,0,57144766,54438099,0,0,0,2022,1,1160296
SUTTER LAKESIDE HOSPITAL,Lake,20221,Open,Comparable,25,1609,12592,22763143,53835632,1435339,89050,23921632,22423283,0,0,0,2022,1,68239
SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Santa Cruz,20221,Open,Comparable,28,600,1798,12936992,52840592,258436,0,23497202,19062068,0,0,960947,2022,1,265851
SUTTER MEDICAL CENTER - SACRAMENTO,Sacramento,20221,Open,Comparable,523,33945,40617,688684360,381359803,5148730,46002406,338080447,334377622,0,0,3979001,2022,1,1588743
SUTTER ROSEVILLE MEDICAL CENTER,Placer,20221,Open,Comparable,382,29025,32103,531600482,343555376,4441634,33435192,260002668,228196739,0,0,6851858,2022,1,418439
SUTTER SANTA ROSA REGIONAL HOSPITAL,Sonoma,20221,Open,Comparable,84,7144,12946,156590999,144319503,1388680,7336086,90305684,85628652,0,0,7195162,2022,1,483398
SUTTER SOLANO MEDICAL CENTER,Solano,20221,Open,Comparable,106,4931,7055,82583467,68496631,976241,271296,37401823,42066217,0,0,1274079,2022,1,449724
SUTTER SURGICAL HOSPITAL - NORTH VALLEY,Sutter,20221,Open,Comparable,14,146,516,4553194,15223989,-562466,0,7084617,9480668,0,0,103491,2022,1,98682
SUTTER TRACY COMMUNITY HOSPITAL,San Joaquin,20221,Open,Comparable,77,3061,9106,60670323,82657152,1511376,690812,41787803,37039017,0,0,1119235,2022,1,795880
TAHOE FOREST HOSPITAL,Nevada,20221,Open,Comparable,62,3064,18350,23832728,103658948,1504402,0,63484520,55283671,0,0,4190343,2022,1,102356
TARZANA TREATMENT CENTER,Los Angeles,20221,Open,Comparable,60,4854,0,4361325,0,0,0,3647315,2235701,0,0,710389,2022,1,9748447
TEMECULA VALLEY HOSPITAL,Riverside,20221,Open,Comparable,140,12171,9846,248836423,117664179,4349712,0,60070809,58646018,0,0,2118673,2022,1,2479628
TENET HEALTH CENTRAL COAST TWIN CITIES COMMUNITY HOSPITAL,San Luis Obispo,20221,Open,Comparable,102,4613,10063,143463531,119418750,1294337,0,34323350,29202918,0,0,30514,2022,1,282535
THE BETTY FORD CENTER,Riverside,20221,Open,Comparable,100,6295,4774,9312965,2309641,248520,0,6413537,4493957,0,0,2259435,2022,1,2479628
TOM REDGATE MEMORIAL RECOVERY CENTER,Los Angeles,20221,Open,Comparable,63,3473,0,954330,0,0,0,954330,1174880,0,0,0,2022,1,9748447
TORRANCE MEMORIAL MEDICAL CENTER,Los Angeles,20221,Open,Comparable,435,31331,121364,733707664,526986481,1853123,20034940,187022972,188901435,0,0,4385578,2022,1,9748447
TOTALLY KIDS REHABILITATION HOSPITAL,San Bernardino,20221,Open,Comparable,81,4735,144,7840130,34560,0,0,6800150,7593321,0,0,0,2022,1,2196029
TRI-CITY MEDICAL CENTER,San Diego,20221,Open,Comparable,386,16823,55245,205934571,161401846,7950916,3897829,84667168,93210735,0,0,3241403,2022,1,3283755
TRINITY HOSPITAL,Trinity,20221,Open,Comparable,48,1822,7706,3368408,4435475,52768,120888,9893827,5891620,0,0,102211,2022,1,15777
UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,Alameda,20221,Open,Comparable,190,10026,75692,223543449,215633917,4729005,0,113331281,154485471,0,0,15094763,2022,1,1635693
UCSF MEDICAL CENTER,San Francisco,20221,Open,Comparable,817,63453,560967,2515207368,2308029722,15039448,106382,1318322163,1303317766,0,0,47183204,2022,1,814176
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,Sacramento,20221,Open,Comparable,632,55297,218667,1605433637,1258201337,13967586,8020924,694077747,735773845,0,0,68480000,2022,1,1588743
UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,Orange,20221,Open,Comparable,459,34852,213830,727409013,576158334,22875580,368410,370211441,428307897,0,0,77250491,2022,1,3158489
UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,San Diego,20221,Open,Comparable,719,59023,321496,1181303944,1192427761,5320824,0,711164787,740674017,0,0,9986273,2022,1,3283755
USC KENNETH NORRIS JR. CANCER HOSPITAL,Los Angeles,20221,Open,Comparable,60,3169,55263,55461211,324202503,1538819,0,119526966,94995502,0,0,1211469,2022,1,9748447
USC VERDUGO HILLS HOSPITAL,Los Angeles,20221,Open,Comparable,158,7738,17888,120392064,93362255,919549,0,38483793,39525435,0,0,1083000,2022,1,9748447
VALLEY CHILDREN'S HOSPITAL,Madera,20221,Open,Comparable,358,15556,111999,290196438,209548064,1834716,0,131137091,165328392,0,0,14900473,2022,1,160414
VALLEY PRESBYTERIAN HOSPITAL,Los Angeles,20221,Open,Comparable,348,16441,21480,163059333,65300614,1962333,46837967,114834812,118747799,0,0,27226044,2022,1,9748447
VALLEYCARE MEDICAL CENTER,Alameda,20221,Open,Comparable,207,8343,64050,247198680,258321129,6388500,0,99324349,98731668,0,0,17239239,2022,1,1635693
VENTURA COUNTY MEDICAL CENTER,Ventura,20221,Open,Comparable,259,13319,34776,271498550,137570126,11612250,4969144,47367983,115101418,0,0,657761,2022,1,835032
VIBRA HOSPITAL OF NORTHERN CALIFORNIA,Shasta,20221,Open,Comparable,88,5981,1431,93513450,1820260,0,0,10538499,7973075,0,0,46247,2022,1,180972
VIBRA HOSPITAL OF SACRAMENTO,Sacramento,20221,Open,Comparable,58,4351,21,51163776,70658,0,0,10653823,8301611,0,0,54734,2022,1,1588743
VIBRA REHABILITATION HOSPITAL OF RANCHO MIRAGE,Riverside,20221,Open,Comparable,50,1963,0,6767933,0,44249,0,4380666,4710728,0,0,203781,2022,1,2479628
VICTOR VALLEY GLOBAL MEDICAL CENTER,San Bernardino,20221,Open,Comparable,101,5196,9029,55340828,31521918,62100,0,24058832,30683999,0,0,279243,2022,1,2196029
WASHINGTON HOSPITAL - FREMONT,Alameda,20221,Open,Comparable,415,15125,37224,383462205,229274266,7497979,0,133321424,137841898,0,0,1359762,2022,1,1635693
WATSONVILLE COMMUNITY HOSPITAL,Santa Cruz,20221,Open,Comparable,106,3718,15484,96566636,131106193,310640,0,30353200,39035515,0,0,387698,2022,1,265851
WEST ANAHEIM MEDICAL CENTER,Orange,20221,Open,Comparable,219,10956,7962,115793372,25361392,844439,0,31470877,29975629,0,0,376754,2022,1,3158489
WEST COVINA MEDICAL CENTER,Los Angeles,20221,Open,Comparable,46,2165,2935,11155568,6455762,326000,0,8250552,4681502,0,0,21224,2022,1,9748447
WEST HILLS HOSPITAL AND MEDICAL CENTER,Los Angeles,20221,Open,Comparable,214,10448,16206,487530697,184863684,3230610,0,60240727,55397553,0,0,2931178,2022,1,9748447
WHITTIER HOSPITAL MEDICAL CENTER,Los Angeles,20221,Open,Comparable,178,7774,7806,117375911,48767311,1712451,413646,31189100,29533171,0,0,259968,2022,1,9748447
WOODLAND MEMORIAL HOSPITAL,Yolo,20221,Open,Comparable,102,5303,17091,84907680,129251906,8773569,13588325,50251216,52022705,0,0,2617115,2022,1,223338
ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER,San Francisco,20221,Open,Comparable,324,27246,147907,537046444,332744558,9278552,20442980,195790130,310415574,0,0,747190,2022,1,814176
ADVENTIST HEALTH AND RIDEOUT,Yuba,20222,Open,Comparable,221,12716,47651,256443431,197993326,2055703,0,97775332,127032306,0,0,1249062,2022,2,84335
ADVENTIST HEALTH BAKERSFIELD,Kern,20222,Open,Comparable,254,15719,56789,356855417,320879766,5167053,0,120966249,127509704,0,0,1176180,2022,2,917293
ADVENTIST HEALTH CLEARLAKE,Lake,20222,Open,Comparable,25,1359,97747,20797648,95582498,221846,2445141,47712651,41924002,0,0,520378,2022,2,68239
ADVENTIST HEALTH DELANO,Kern,20222,Open,Comparable,156,5902,24812,28536545,28868545,1724315,0,21784853,33046701,0,0,9856,2022,2,917293
ADVENTIST HEALTH GLENDALE,Los Angeles,20222,Open,Comparable,462,20408,45358,471613058,265248184,4903771,0,112348314,135407672,0,0,217550,2022,2,9748447
ADVENTIST HEALTH HANFORD,Kings,20222,Open,Comparable,235,10219,59952,120964672,241149577,5696322,5609294,85370247,84161689,0,0,561556,2022,2,152776
ADVENTIST HEALTH HOWARD MEMORIAL,Mendocino,20222,Open,Comparable,25,1698,16766,35726825,38115190,-303769,1034444,20667388,22105077,0,0,91589,2022,2,90027
ADVENTIST HEALTH LODI MEMORIAL,San Joaquin,20222,Open,Comparable,194,7257,40520,218316152,233311007,3237478,61588,62178729,65316193,0,0,434552,2022,2,795880
ADVENTIST HEALTH MENDOCINO COAST,Mendocino,20222,Open,Comparable,25,1005,11257,5507911,25630485,310315,205154,24617129,19995091,0,0,619411,2022,2,90027
ADVENTIST HEALTH REEDLEY,Fresno,20222,Open,Comparable,49,1715,141705,11407116,86236194,-135835,538011,47365672,43796500,0,0,534700,2022,2,1017107
ADVENTIST HEALTH SIMI VALLEY,Ventura,20222,Open,Comparable,130,7371,18995,150995893,110883154,1747208,0,48673465,53305865,0,0,282099,2022,2,835032
ADVENTIST HEALTH SONORA - GREENLEY,Tuolumne,20222,Open,Comparable,152,8295,96121,107718021,237354878,2107474,403,71380799,73189717,0,0,277391,2022,2,53951
ADVENTIST HEALTH ST. HELENA,Napa,20222,Open,Comparable,151,4981,11943,147770241,179127942,2544973,7284001,53902272,68734444,0,0,4636906,2022,2,134492
ADVENTIST HEALTH TEHACHAPI VALLEY,Kern,20222,Open,Comparable,25,711,13403,13115299,38307171,829806,0,11932802,12621409,0,0,49569,2022,2,917293
ADVENTIST HEALTH TULARE,Tulare,20222,Open,Comparable,73,2006,8090,22500607,55892127,814496,0,14767551,21676919,0,0,352229,2022,2,478288
ADVENTIST HEALTH UKIAH VALLEY,Mendocino,20222,Open,Comparable,50,2969,60157,51039165,135272478,2096446,9987563,53549296,57133832,0,0,1091239,2022,2,90027
ADVENTIST HEALTH VALLEJO,Solano,20222,Open,Comparable,61,4727,992,22573506,572411,393630,0,7189024,8509875,0,0,0,2022,2,449724
ADVENTIST HEALTH WHITE MEMORIAL,Los Angeles,20222,Open,Comparable,353,20379,37633,500493791,237827104,-1483940,14941692,118350762,131433567,0,0,1467306,2022,2,9748447
AHMC ANAHEIM REGIONAL MEDICAL CENTER,Orange,20222,Open,Comparable,223,7367,9035,133063454,91146321,4749417,8016419,45273115,42939642,0,0,535760,2022,2,3158489
AHMC SETON MEDICAL CENTER,San Mateo,20222,Open,Comparable,478,11516,11275,161708668,84142691,2979370,0,43048878,43898243,0,0,6086216,2022,2,732485
ALAMEDA HOSPITAL,Alameda,20222,Open,Comparable,247,17584,8191,107228618,47369300,2999078,0,22283894,34630314,0,0,28278111,2022,2,1635693
ALHAMBRA HOSPITAL MEDICAL CENTER,Los Angeles,20222,Open,Comparable,144,7014,6101,87463405,31572181,870102,40569702,57946967,53037055,0,0,795395,2022,2,9748447
"ALISO RIDGE BEHAVIORAL HEALTH, LLC",Orange,20222,Open,Comparable,20,1779,211,3034650,112030,0,0,1506001,3789539,0,0,42852,2022,2,3158489
ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMPUS,Alameda,20222,Open,Comparable,393,16128,21811,234892869,197446855,1596985,8143631,156115087,185493923,0,0,2525584,2022,2,1635693
